Domain,mean,std,rank,percentile_rank
Vps54,15.994,0.0,1739.0,27.09144726592927
HTH_Tnp_Tc5,15.985277777777775,11.217960750015525,1738.0,27.07586851534507
ICAP-1_inte_bdg,15.976000000000003,0.0,1737.0,27.060289764760864
DUF3668,15.975,0.0,1736.0,27.04471101417666
Mab-21,15.960590909090905,11.272145596490708,1735.0,27.02913226359246
CLSTN_C,15.955666666666664,19.771685234192862,1734.0,27.013553513008254
Peptidase_M10,15.946656250000002,18.041734388715962,1733.0,26.997974762424054
PEX-2N,15.928,0.0,1731.5,26.974606636547747
PEX-1N,15.928,0.0,1731.5,26.974606636547747
PQQ,15.921650000000003,17.85754450997228,1730.0,26.951238510671445
MAP65_ASE1,15.901666666666666,10.999789101008558,1729.0,26.935659760087237
PHTB1_C,15.9,0.0,1727.5,26.912291634210934
PHTB1_N,15.9,0.0,1727.5,26.912291634210934
DUF4722,15.887,,1726.0,26.888923508334628
zf_UBZ,15.862190476190476,6.2380738102321915,1725.0,26.873344757750427
COLFI,15.86101785714285,36.90871003607343,1724.0,26.857766007166223
Occludin_ELL,15.841476190476188,6.79589608969301,1723.0,26.842187256582022
DAGK_acc,15.839545454545457,11.015800830769491,1722.0,26.826608505997818
TRAF6_Z2,15.827,,1721.0,26.811029755413614
MtN3_slv,15.811000000000002,0.0,1720.0,26.795451004829413
Nse4_C,15.8035,15.643323320189989,1718.5,26.772082878953107
Nse4-Nse3_bdg,15.8035,15.643323320189989,1718.5,26.772082878953107
Fanconi_C,15.789,0.0,1717.0,26.7487147530768
DUF4530,15.788,,1716.0,26.733136002492596
GATA-N,15.783375000000001,4.097052457473021,1715.0,26.717557251908396
YceG_bac,15.779,,1714.0,26.70197850132419
DUF726,15.759,0.0,1713.0,26.68639975073999
LIFR_D2,15.753,6.371508007192198,1712.0,26.670821000155787
p31comet,15.748,,1711.0,26.655242249571582
LMSTEN,15.722818181818186,3.4379579159778317,1710.0,26.63966349898738
MAM,15.689922222222227,14.679813708694414,1709.0,26.624084748403178
zf-CSL,15.680000000000001,0.22584286572747853,1708.0,26.60850599781897
KA1,15.677894736842106,10.19332565344564,1707.0,26.592927247234773
FANCF,15.677,,1706.0,26.577348496650565
FAM104,15.641399999999999,1.389492641218369,1705.0,26.561769746066368
TUDOR,15.638670886075952,41.73667219012173,1704.0,26.54619099548216
BRCT_assoc,15.634999999999996,0.0,1703.0,26.530612244897956
PRELI,15.623999999999999,11.61294435102485,1702.0,26.515033494313755
Rav1p_C,15.613428571428567,1.4446234385198369,1701.0,26.49945474372955
VPS13_C,15.592124999999992,7.7740694352014446,1700.0,26.48387599314535
SPATA48,15.591428571428574,5.83010199616733,1699.0,26.468297242561146
EGF_MSP1,15.576874999999998,11.810621350988633,1698.0,26.45271849197694
DUF4685,15.560166666666667,13.552188906839614,1697.0,26.43713974139274
SHR-BD,15.55753333333333,8.066357178045708,1696.0,26.421560990808533
TrkA_N,15.555000000000003,0.0,1695.0,26.405982240224336
DUF4633,15.553,,1694.0,26.39040348964013
zf-met,15.550255060728734,16.693924123402844,1693.0,26.374824739055924
COS,15.548176470588237,6.452662049837397,1692.0,26.359245988471724
IL1_propep,15.524799999999999,1.0581073669529002,1691.0,26.34366723788752
POT1PC,15.510000000000002,0.0,1689.5,26.320299112011213
POT1,15.510000000000002,0.0,1689.5,26.320299112011213
CABIT,15.500900000000001,6.010489505855577,1688.0,26.29693098613491
Hyccin,15.495,5.260327442279617,1687.0,26.28135223555071
Auts2,15.4941,12.922853188999882,1686.0,26.265773484966502
Nup160,15.485565217391303,17.593756955430617,1685.0,26.250194734382305
CALCOCO1,15.480666666666666,2.8739116432718204,1684.0,26.234615983798097
Rootletin,15.46395454545455,7.6207823025328185,1683.0,26.219037233213893
UPF0697,15.408,0.0,1682.0,26.203458482629692
Ctf8,15.394000000000002,0.0,1681.0,26.187879732045488
PRR18,15.39,0.0,1680.0,26.172300981461284
DUF383,15.387,3.8834008291702276,1679.0,26.156722230877083
MIP-T3_C,15.379,0.0,1677.5,26.133354105000777
MIP-T3,15.379,0.0,1677.5,26.133354105000777
RILP,15.368333333333332,4.14211978741964,1676.0,26.109985979124474
DUF1518,15.348374999999999,5.071940765131233,1675.0,26.094407228540266
Thr_synth_N,15.33775,18.2575,1674.0,26.07882847795607
DUF4378,15.312,0.0,1673.0,26.06324972737186
DUF1170,15.273,5.563347193911235,1672.0,26.047670976787664
MgtE,15.263400000000003,9.90414916048337,1671.0,26.032092226203456
CTNNB1_binding,15.260750000000005,6.332602631786179,1670.0,26.016513475619252
MBT,15.24262962962964,7.9759028722708845,1669.0,26.00093472503505
MOR2-PAG1_mid,15.238000000000005,4.561378109344836,1668.0,25.985355974450847
Fry_C,15.238000000000001,4.814978534294237,1667.0,25.969777223866647
MOR2-PAG1_N,15.237999999999998,4.814978534294238,1665.5,25.94640909799034
MOR2-PAG1_C,15.237999999999998,4.814978534294238,1665.5,25.94640909799034
ATG13,15.225,0.0,1664.0,25.923040972114038
SMI1_KNR4,15.216666666666661,14.46142917841639,1663.0,25.90746222152983
RBD,15.209916666666665,10.848722822460319,1662.0,25.891883470945633
RFX_DNA_binding,15.203791666666667,10.553583846174101,1661.0,25.876304720361425
DUF5566,15.198,,1660.0,25.86072596977722
zf-C5HC2,15.186100000000001,8.472220808815914,1659.0,25.84514721919302
SK_channel,15.145888888888887,2.01386980987131,1658.0,25.829568468608816
TRAPPC10,15.138,0.0,1657.0,25.81398971802461
Zwint,15.127,0.0,1656.0,25.79841096744041
SGL,15.125066666666665,18.04231860995112,1655.0,25.782832216856207
Metallophos_C,15.098,0.0,1654.0,25.767253466272006
Rimk_N,15.087666666666665,3.548169142905489,1653.0,25.7516747156878
ResIII,15.08166666666667,11.755151427222154,1652.0,25.736095965103594
Na_sulph_symp,15.077312499999998,5.004118273565617,1651.0,25.720517214519393
TTC7_N,15.075749999999998,4.252795724846507,1650.0,25.70493846393519
Frizzled,15.065388888888886,15.078651648796443,1649.0,25.68935971335099
SLED,15.050812500000003,9.665799364899936,1648.0,25.673780962766784
BCOR,15.034999999999998,0.0,1647.0,25.65820221218258
Kelch,15.022881244881354,12.251197779507404,1646.0,25.64262346159838
PSI,15.01253370786516,17.08061892035084,1645.0,25.627044711014175
Peptidase_S26,15.005799999999997,2.499049958431573,1644.0,25.611465960429975
Na_H_Exchanger,15.00341176470588,35.861362935377784,1643.0,25.59588720984577
Daxx,14.994,0.0,1642.0,25.580308459261563
DUF4689,14.963,,1641.0,25.564729708677365
Anoctamin,14.935719999999998,13.910633784746596,1640.0,25.549150958093158
zf-C4H2,14.934,0.0,1639.0,25.53357220750896
HNOB,14.927333333333333,2.775470951027952,1638.0,25.517993456924753
FOXO-TAD,14.92475,11.184041588352574,1637.0,25.50241470634055
ig,14.916818930041162,34.072516325025724,1636.0,25.486835955756348
ANKH,14.913,0.0,1635.0,25.471257205172144
HNF-1_N,14.895666666666664,5.727163962977096,1634.0,25.455678454587943
Atrophin-1,14.889800000000003,6.291187990620955,1633.0,25.44009970400374
DUF5548,14.886,,1632.0,25.42452095341953
BBS2_C,14.878,0.0,1630.5,25.40115282754323
BBS2_N,14.878,0.0,1630.5,25.40115282754323
GAS,14.872195121951219,11.670234820301417,1629.0,25.377784701666922
Cir_N,14.854,2.7895695008370014,1628.0,25.36220595108272
Potassium_chann,14.8456,4.431623212774299,1627.0,25.346627200498517
DUF5522,14.833,,1626.0,25.331048449914316
Engrail_1_C_sig,14.8315,11.708981189668041,1625.0,25.315469699330112
DOT1,14.812999999999999,0.0,1624.0,25.299890948745908
Lebercilin,14.807700000000002,12.223672030337822,1623.0,25.284312198161707
HoxA13_N,14.800799999999999,5.27147865404006,1622.0,25.268733447577503
Dapper,14.799562500000008,7.103739991194779,1621.0,25.253154696993303
DUF2808,14.795999999999996,0.0,1620.0,25.237575946409095
HDAC4_Gln,14.780133333333337,14.156034563124695,1619.0,25.22199719582489
TUSC2,14.777,0.0,1618.0,25.20641844524069
DUF776,14.772,,1617.0,25.190839694656486
DIX,14.767055555555556,11.647733616824208,1616.0,25.175260944072285
Sema,14.76548,16.96102509735574,1615.0,25.15968219348808
Op_neuropeptide,14.755500000000001,3.6088788534595295,1614.0,25.144103442903877
DMP1,14.75,,1613.0,25.128524692319676
XRCC4,14.747800000000002,13.581429681738223,1612.0,25.11294594173547
TraB_PrgY_gumN,14.739666666666666,11.6035857101731,1611.0,25.09736719115127
Nuc_sug_transp,14.729125,11.967408724671072,1610.0,25.081788440567067
MIB_HERC2,14.710093749999988,5.61042566011721,1609.0,25.06620968998286
A_deaminase_N,14.694999999999999,0.0,1608.0,25.050630939398662
RELT,14.688875,6.3909535044802634,1607.0,25.035052188814454
BPL_C,14.651,0.0,1605.5,25.01168406293815
BPL_LplA_LipB,14.651,0.0,1605.5,25.01168406293815
BPL_N,14.650999999999998,0.0,1604.0,24.98831593706185
FAM101,14.6445,5.042378456641271,1603.0,24.97273718647764
UNC-93,14.630749999999997,13.759314941764604,1602.0,24.95715843589344
DUF4607,14.63,0.0,1601.0,24.941579685309236
Surfac_D-trimer,14.626,0.0,1600.0,24.926000934725035
Homeodomain,14.622442553191439,20.53469853862933,1599.0,24.91042218414083
DUF4637,14.622,0.0,1598.0,24.894843433556627
CCDC92,14.616705882352944,5.586362297648465,1597.0,24.879264682972423
MSL2-CXC,14.601,0.0,1596.0,24.863685932388222
SKG6,14.583411764705883,14.921230885297396,1595.0,24.848107181804018
CheF-arch,14.565,0.0,1594.0,24.832528431219814
SBF_like,14.563,,1593.0,24.81694968063561
DUF1358,14.561,0.0,1592.0,24.80137093005141
PHO4,14.553333333333335,3.6085,1591.0,24.785792179467204
Beta-TrCP_D,14.5298,7.236510429758256,1590.0,24.770213428883004
Choline_kin_N,14.523,,1589.0,24.7546346782988
IL31,14.5,,1588.0,24.739055927714595
LIME1,14.495,0.0,1587.0,24.72347717713039
GRIN_C,14.473333333333331,8.623908298059142,1586.0,24.70789842654619
Interferon,14.4639375,13.674757106770368,1585.0,24.692319675961986
SAM_PNT,14.463482758620692,8.504143274313366,1584.0,24.676740925377782
ACTL7A_N,14.457,,1583.0,24.66116217479358
RimK,14.445333333333332,2.4844722627235,1582.0,24.645583424209377
TPD,14.440142857142856,6.015516032964847,1581.0,24.630004673625177
JmjN,14.438380952380962,8.260276227077338,1580.0,24.61442592304097
PI3K_rbd,14.391846153846158,8.525660038694049,1579.0,24.598847172456768
Tcp11,14.385839999999996,8.4041536292082,1578.0,24.583268421872564
FAM216B,14.383333333333335,7.48303683896674,1577.0,24.567689671288363
DUF4116,14.37,,1576.0,24.55211092070416
RCS1,14.364,0.0,1575.0,24.536532170119955
THAP,14.359866666666663,14.152652050077922,1574.0,24.52095341953575
CooT,14.356,0.0,1573.0,24.50537466895155
DUF5577,14.351,0.0,1572.0,24.489795918367346
Sigma70_ner,14.298,0.0,1571.0,24.474217167783145
Cor1,14.277166666666668,19.18278194023658,1570.0,24.458638417198937
PMT,14.26271428571429,6.545242234790696,1569.0,24.443059666614737
Presenilin,14.257499999999999,6.465633853724998,1568.0,24.427480916030532
SSFA2_C,14.254666666666667,13.327419198779635,1567.0,24.41190216544633
Allantoicase,14.248,0.0,1566.0,24.396323414862124
SAC3_GANP,14.221111111111112,9.380791270522499,1565.0,24.380744664277923
zf-CW,14.22075,10.413313891360426,1564.0,24.36516591369372
EF-hand_like,14.218555555555541,11.689262890975781,1563.0,24.34958716310952
Ssl1,14.21042857142857,2.2608353807934845,1562.0,24.334008412525314
zf-AD,14.200999999999999,0.0,1561.0,24.31842966194111
PDEase_I,14.195754098360654,8.517590662184032,1560.0,24.302850911356906
Tectonin,14.175999999999998,3.86430330072576,1558.5,24.279482785480603
Hyd_WA,14.175999999999998,4.098712602757114,1558.5,24.279482785480603
DNA_pol_A,14.17475,9.767204085246561,1557.0,24.2561146596043
Voltage_CLC,14.173599999999997,11.365835462032695,1556.0,24.240535909020096
DUF4196,14.170999999999998,0.0,1555.0,24.224957158435892
Fuz_longin,14.154105263157904,12.05746661333047,1554.0,24.209378407851688
INTAP,14.141999999999998,0.0,1553.0,24.193799657267487
HABP4_PAI-RBP1,14.138,63.78507700865461,1552.0,24.178220906683283
ART,14.12366666666667,8.282927746914496,1551.0,24.16264215609908
Slx4,14.115,,1550.0,24.147063405514878
RBR,14.098000000000003,11.743939479578394,1549.0,24.131484654930674
HEPN_DZIP3,14.0972,20.603577558278563,1548.0,24.115905904346473
ASCH,14.093416666666668,12.15818184268096,1547.0,24.100327153762265
OATP,14.09139130434783,9.945018233552943,1546.0,24.084748403178065
ANXA2R,14.091,,1545.0,24.06916965259386
CEP76-C2,14.089000000000002,0.0,1543.5,24.045801526717554
Transglut_core3,14.089000000000002,0.0,1543.5,24.045801526717554
Per1,14.080000000000002,0.0,1542.0,24.02243340084125
RSN1_TM,14.077909090909095,5.565941215139593,1541.0,24.006854650257047
DUF4592,14.076,12.500712169712573,1540.0,23.991275899672846
PLU-1,14.07355555555555,7.9306461885095,1539.0,23.975697149088642
DUF2326,14.048,0.0,1538.0,23.960118398504438
UbiA,14.024181818181818,2.9413961249101357,1537.0,23.944539647920234
DUF4495,14.018,,1536.0,23.928960897336033
MMS22L_N,14.009,0.0,1535.0,23.91338214675183
CHD5,14.003,0.0,1534.0,23.897803396167628
DUF5541,13.984,0.0,1533.0,23.88222464558342
CSRNP_N,13.970200000000002,0.649637471551976,1532.0,23.86664589499922
DPM2,13.965,0.0,1531.0,23.851067144415016
BTG,13.957375,10.510247692303517,1530.0,23.835488393830815
P2X_receptor,13.953692307692306,7.939644071464315,1529.0,23.81990964324661
BTB,13.952464216634457,18.320790021100713,1528.0,23.804330892662406
DHHC,13.938677419354843,10.227138594380252,1527.0,23.788752142078202
SpoIIIAH,13.934,0.0,1526.0,23.773173391494
HGAL,13.931285714285712,5.827898641142326,1525.0,23.757594640909797
RCDG1,13.93,0.0,1524.0,23.742015890325593
zf-DBF,13.916285714285715,3.7167504047794995,1523.0,23.726437139741392
FAM180,13.916,17.31845928482092,1522.0,23.71085838915719
YdjC,13.914,,1521.0,23.695279638572984
DUF2362,13.912,0.0,1520.0,23.679700887988783
Branch,13.875466666666664,9.0556054137492,1519.0,23.66412213740458
CENP-Q,13.8576,3.7262864624180474,1518.0,23.648543386820375
Frtz,13.83788888888889,11.033976771712581,1517.0,23.632964636236174
SNURF,13.833,18.513469745026185,1516.0,23.61738588565197
XAF1_C,13.815764705882358,7.21126461282461,1515.0,23.601807135067766
Spc29,13.809,,1514.0,23.58622838448356
zf-C3H1,13.802,0.0,1513.0,23.57064963389936
Patched,13.793560000000003,11.973519665216797,1512.0,23.555070883315157
GPS,13.79120833333334,10.92188038947263,1511.0,23.539492132730956
VASt,13.782333333333328,4.204963329930548,1510.0,23.52391338214675
PGC7_Stella,13.782111111111114,2.4596666666666676,1509.0,23.508334631562548
NUDE_C,13.780899999999999,9.433541512240138,1508.0,23.492755880978343
ADD_ATRX,13.766000000000002,0.0,1507.0,23.477177130394143
YscO,13.763,,1506.0,23.46159837980994
Furin-like,13.761037499999983,23.507759265983577,1505.0,23.446019629225734
zf-CHY,13.758,0.0,1504.0,23.43044087864153
DUF724,13.743,0.0,1503.0,23.41486212805733
GKAP,13.7195,10.650834621443211,1502.0,23.399283377473125
HemN_C,13.719,0.0,1501.0,23.38370462688892
SUZ,13.704190476190476,10.754201158705595,1500.0,23.368125876304717
Spatacsin_C,13.692000000000004,0.0,1499.0,23.352547125720516
DNA_photolyase,13.690999999999999,0.13279056191361333,1498.0,23.336968375136312
FAM198,13.671200000000002,8.116428659070305,1497.0,23.32138962455211
Glyco_hydr_116N,13.657,0.0,1495.5,23.298021498675805
DUF608,13.657,0.0,1495.5,23.298021498675805
FAM165,13.6475,6.685,1494.0,23.2746533727995
PMSI1,13.636,,1493.0,23.259074622215298
INSC_LBD,13.614,,1492.0,23.243495871631094
BET,13.611166666666662,10.85965986202333,1491.0,23.22791712104689
Na_Ca_ex,13.603407407407408,10.83705098178609,1490.0,23.21233837046269
Ets1_N_flank,13.5946,2.1629563795879014,1489.0,23.196759619878485
PEHE,13.578333333333331,9.492886957500271,1488.0,23.18118086929428
E2F_CC-MB,13.566052631578945,6.665885324826905,1487.0,23.165602118710076
SBF,13.557375,10.680338811339272,1486.0,23.150023368125876
Fam20C,13.54442857142857,10.201679565266739,1485.0,23.13444461754167
Stonin2_N,13.542,0.0,1484.0,23.11886586695747
DUF4407,13.53425,9.437630976920094,1483.0,23.103287116373266
HhH-GPD,13.52218181818181,9.3633414194291,1482.0,23.087708365789062
PLAT,13.521419580419625,25.595772535084443,1481.0,23.072129615204858
Neuralized,13.515549999999994,4.158425558506612,1480.0,23.056550864620657
IFT20,13.51,0.0,1479.0,23.040972114036453
Sel1,13.495008130081299,13.227759988116357,1478.0,23.025393363452253
CWC25,13.485,0.0,1477.0,23.009814612868045
PUMA,13.483,,1476.0,22.994235862283844
PTP_tm,13.482400000000004,11.384550200036138,1475.0,22.97865711169964
Mesothelin,13.425749999999999,5.3325000000000005,1474.0,22.96307836111544
MINDY_DUB,13.418999999999999,6.917810925430096,1473.0,22.94749961053123
FERM_F1,13.416833333333335,3.2450566834475914,1471.5,22.92413148465493
FERM_F2,13.416833333333335,3.2450566834475914,1471.5,22.92413148465493
TPT,13.410090909090911,16.368183544998836,1470.0,22.900763358778626
Maelstrom,13.406,0.0,1469.0,22.88518460819442
CCM2_C,13.395555555555555,10.411761859924464,1468.0,22.869605857610217
Lysyl_oxidase,13.389705882352938,5.985814092133854,1467.0,22.854027107026013
TAFII28,13.38,,1466.0,22.838448356441813
SLAM,13.377,0.0,1465.0,22.82286960585761
FAM131,13.30157142857143,1.4921294467016888,1464.0,22.807290855273408
Cdd1,13.300000000000004,7.025622748198199,1463.0,22.791712104689203
Lig_chan,13.272377358490573,13.728851721306896,1461.5,22.768343978812897
Lig_chan-Glu_bd,13.272377358490573,13.728851721306896,1461.5,22.768343978812897
CAP-ZIP_m,13.247500000000002,13.497958160403373,1460.0,22.744975852936594
RAMP,13.242,3.8809897853879654,1459.0,22.72939710235239
Thyroglob_assoc,13.233,5.892000000000001,1458.0,22.713818351768186
Cadherin,13.225594752186549,24.644924276946856,1457.0,22.698239601183985
HbrB,13.220153846153847,2.7187364667037173,1456.0,22.68266085059978
Proho_convert,13.179,0.0,1455.0,22.667082100015577
DUF3776,13.161285714285722,7.0870257559807195,1454.0,22.651503349431373
ecTbetaR2,13.121,,1453.0,22.635924598847172
NYD-SP12_N,13.102,,1452.0,22.620345848262968
Pou,13.087153846153843,10.896431895597045,1451.0,22.604767097678767
DUF1043,13.046999999999999,0.0,1450.0,22.589188347094563
RPEL,13.041965909090898,6.943551248558132,1449.0,22.57360959651036
DUF5555,13.016,,1448.0,22.558030845926154
DUF4547,13.004,,1447.0,22.542452095341954
FIIND,12.985999999999999,5.023653686674307,1446.0,22.52687334475775
Yippee-Mis18,12.950999999999999,12.962584155946685,1445.0,22.511294594173545
TIG,12.912661016949146,14.897002169758895,1444.0,22.49571584358934
Dimer_Tnp_hAT,12.9124,9.00397347841496,1443.0,22.48013709300514
TMEM219,12.91027272727273,1.3640725120688482,1442.0,22.464558342420936
Aph-1,12.906,3.676095755009654,1441.0,22.448979591836736
PXT1,12.9,0.0,1440.0,22.433400841252528
Dymeclin,12.896,0.0,1439.0,22.417822090668327
Transcrip_act,12.868,0.0,1438.0,22.402243340084123
DUF4536,12.864,,1437.0,22.386664589499922
DUF1115,12.841000000000003,12.392019831326934,1436.0,22.371085838915718
DUF4642,12.824999999999998,0.0,1435.0,22.355507088331514
Ribosomal_L36,12.812,0.0,1434.0,22.33992833774731
RGS,12.79692537313432,11.560470344274712,1433.0,22.32434958716311
Solute_trans_a,12.791374999999997,10.622740656252509,1432.0,22.308770836578905
MID_MedPIWI,12.7876,3.091346114559158,1430.5,22.285402710702602
Med13_C,12.7876,3.091346114559158,1430.5,22.285402710702602
Rad9,12.744333333333335,7.122158174785693,1429.0,22.262034584826296
PAS,12.736199999999986,22.35547995638959,1428.0,22.24645583424209
Meiosis_expr,12.727,,1427.0,22.23087708365789
RFX1_trans_act,12.725363636363637,9.775105263325347,1426.0,22.215298333073687
NPAT_C,12.703,0.0,1425.0,22.199719582489482
CRIC_ras_sig,12.668250000000002,3.08659941174287,1424.0,22.18414083190528
PPIP5K2_N,12.659571428571427,1.027618734617205,1423.0,22.168562081321078
DUF3591,12.659,5.040097221284526,1421.5,22.14519395544477
TBP-binding,12.659,5.040097221284527,1421.5,22.14519395544477
DUF5521,12.631,0.0,1420.0,22.12182582956847
AMOP,12.6295,14.387166515104125,1419.0,22.106247078984264
DUF2723,12.62,0.0,1418.0,22.090668328400064
RCR,12.610999999999999,4.0062335179068125,1417.0,22.075089577815856
Dpy-30,12.577849999999996,32.73849945967366,1416.0,22.059510827231655
HVSL,12.576,0.0,1415.0,22.04393207664745
Innexin,12.565249999999999,20.69601496866808,1414.0,22.02835332606325
TEX12,12.564,,1413.0,22.012774575479046
Dpy19,12.553722222222222,5.582102532469871,1412.0,21.997195824894842
Sp38,12.5505,1.5078802008117222,1411.0,21.981617074310638
DNA_repr_REX1B,12.54925,9.321619674559935,1410.0,21.966038323726437
DUF2181,12.5375,12.305066287238493,1409.0,21.950459573142233
Disintegrin,12.521620689655176,12.349731186544721,1408.0,21.93488082255803
E2F_TDP,12.500062500000006,5.923735234095985,1407.0,21.919302071973824
CCER1,12.491,0.0,1406.0,21.903723321389624
LAX,12.488,2.4699044515932194,1405.0,21.88814457080542
CholecysA-Rec_N,12.48,,1404.0,21.87256582022122
CarbopepD_reg,12.478,5.930541965115836,1403.0,21.856987069637015
Vert_HS_TF,12.469076923076926,13.972369510701819,1402.0,21.84140831905281
TMEM169,12.452999999999998,0.0,1401.0,21.825829568468606
Vasohibin,12.45,3.6133156518632594,1400.0,21.810250817884405
SCAPER_N,12.448000000000002,0.0,1399.0,21.7946720673002
Ephrin,12.446,9.32332955547534,1398.0,21.779093316715997
ERCC4,12.445777777777774,6.533183491679053,1397.0,21.763514566131796
Cas_Cas4,12.441,0.0,1395.5,21.74014644025549
Dna2,12.441,0.0,1395.5,21.74014644025549
Exo5,12.409999999999998,0.0,1394.0,21.716778314379184
SOBP,12.40475,6.714358215793973,1393.0,21.701199563794983
PIP49_C,12.3956,9.06357928071343,1392.0,21.68562081321078
DUF4644,12.39,,1391.0,21.670042062626578
SPAR_C,12.379142857142856,3.9838023473632758,1390.0,21.654463312042374
TAF4,12.375499999999999,9.99797461155675,1389.0,21.63888456145817
Ciart,12.372,0.0,1388.0,21.623305810873966
GFO_IDH_MocA_C,12.363714285714284,4.194302462014053,1387.0,21.607727060289765
zf-BED,12.363,7.152297346540713,1386.0,21.59214830970556
DUF2475,12.360666666666667,7.675250451939662,1385.0,21.57656955912136
MARF1_LOTUS,12.346000000000002,0.0,1384.0,21.560990808537152
NYN,12.346,0.0,1383.0,21.54541205795295
DUF812,12.343599999999999,17.51893627763969,1382.0,21.529833307368747
Anth_Ig,12.330899999999998,11.66685252661478,1381.0,21.514254556784547
PhoLip_ATPase_N,12.324471698113209,9.040517966363714,1379.5,21.49088643090824
PhoLip_ATPase_C,12.324471698113209,9.040517966363714,1379.5,21.49088643090824
NAGPA,12.28,0.0,1378.0,21.467518305031934
LRAT,12.259933333333333,13.69601525192464,1377.0,21.451939554447733
RasGEF_N,12.245223529411769,12.69935717662275,1376.0,21.43636080386353
PRC2_HTH,12.2404,10.4827396249475,1374.0,21.40520330269512
preSET_CXC,12.2404,10.4827396249475,1374.0,21.40520330269512
EZH2_WD-Binding,12.2404,10.4827396249475,1374.0,21.40520330269512
WHAMM-JMY_N,12.2375,4.062328457916716,1371.5,21.366256426234614
JMY,12.2375,4.062328457916716,1371.5,21.366256426234614
RSN1_7TM,12.234000000000007,6.200621792641814,1369.5,21.33509892506621
PHM7_cyt,12.234000000000007,6.200621792641814,1369.5,21.33509892506621
DP,12.232933333333337,4.249385089409435,1368.0,21.311730799189903
DUF4523,12.229,,1367.0,21.296152048605702
RHIM,12.215399999999999,9.5370284837574,1366.0,21.280573298021498
AKAP,12.215384615384616,1.5040269023780533,1365.0,21.264994547437293
DUF5538,12.195,,1364.0,21.249415796853093
EAF,12.193333333333333,10.438981112477727,1363.0,21.23383704626889
FAM150,12.187,0.0,1362.0,21.218258295684684
MRI,12.184,0.0,1361.0,21.20267954510048
BORCS8,12.165,0.0,1360.0,21.18710079451628
Lep_receptor_Ig,12.159727272727274,2.132790945728582,1359.0,21.171522043932075
Med12-LCEWAV,12.1595,9.14860987800879,1357.0,21.14036454276367
Med12-PQL,12.1595,9.14860987800879,1357.0,21.14036454276367
Med12,12.1595,9.14860987800879,1357.0,21.14036454276367
RGS_DHEX,12.159000000000002,5.254388937936658,1355.0,21.109207041595262
Nucleoside_tran,12.158875000000002,10.789518636654478,1354.0,21.09362829101106
OST-HTH,12.1552,3.5586656294275483,1353.0,21.078049540426857
EndIII_4Fe-2S,12.129999999999997,0.0,1352.0,21.062470789842653
DUF4203,12.119,7.121476572413096,1351.0,21.04689203925845
CART,12.116,,1350.0,21.031313288674248
SIX1_SD,12.102699999999999,7.265455067953036,1349.0,21.015734538090044
DOR,12.097999999999999,9.441408952057952,1348.0,21.000155787505843
IMS,12.09295,6.406037115384534,1346.5,20.976787661629537
IMS_C,12.09295,6.406037115384534,1346.5,20.976787661629537
Torus,12.086,1.399431134425699,1345.0,20.95341953575323
ABC_membrane,12.075689922480613,11.14790003753401,1344.0,20.93784078516903
Galactosyl_T,12.060968749999995,7.897046869371896,1343.0,20.922262034584826
PNRC,12.042000000000002,9.545332000512085,1342.0,20.90668328400062
RYDR_ITPR,12.028848484848476,10.607617917448563,1341.0,20.891104533416417
BrkDBD,12.025,0.0,1340.0,20.875525782832216
TrmO,12.019,0.0,1338.5,20.85215765695591
TrmO_C,12.019,0.0,1338.5,20.85215765695591
DUF4772,12.010999999999997,0.0,1337.0,20.828789531079607
PLAC9,12.0,0.0,1336.0,20.813210780495403
MTBP_N,11.997,0.0,1334.0,20.782053279327
MTBP_mid,11.997,0.0,1334.0,20.782053279327
MTBP_C,11.997,0.0,1334.0,20.782053279327
Podoplanin,11.994222222222218,5.498528843649404,1332.0,20.75089577815859
Xin,11.982117647058814,20.824609965729458,1331.0,20.73531702757439
7tm,11.96762464722483,22.919048927174302,1330.0,20.719738276990185
SARA,11.967,,1329.0,20.70415952640598
PDE8,11.946499999999997,2.5117211514929645,1328.0,20.688580775821777
MutL_C,11.941428571428572,11.51659676086564,1327.0,20.673002025237576
Nuc_recep-AF1,11.9408,1.3872001297577798,1326.0,20.65742327465337
Glrx-like,11.931,0.0,1325.0,20.64184452406917
Meis_PKNOX_N,11.929565217391302,5.839430193451217,1324.0,20.626265773484963
CEBP_ZZ,11.928400000000002,8.950345849662538,1323.0,20.610687022900763
DUF2075,11.9234375,11.000577481621892,1322.0,20.59510827231656
HSF_DNA-bind,11.911857142857146,13.5851593340626,1321.0,20.579529521732358
Gly_rich,11.903666666666668,5.620989829795698,1320.0,20.563950771148154
Ets,11.875577464788723,9.51735683844743,1319.0,20.54837202056395
ObR_Ig,11.869,0.0,1318.0,20.532793269979745
Jak1_Phl,11.864333333333333,4.56486084386036,1317.0,20.517214519395544
ISK_Channel,11.854454545454548,12.680680859982528,1316.0,20.50163576881134
Plexin_cytopl,11.854,12.485120156944157,1315.0,20.48605701822714
TGF_beta,11.85155769230769,13.150967864796876,1314.0,20.47047826764293
MT,11.832297297297297,57.22286851225016,1313.0,20.45489951705873
DHC_N1,11.803567567567567,57.22831140001159,1312.0,20.439320766474527
DUF4657,11.794,7.541597134117768,1311.0,20.423742015890326
SASRP1,11.787,0.0,1310.0,20.40816326530612
