Gn,Mean-copy-number,mean,std
FCAR,3.956,3.956,
BST1,33.254,33.254,0.0
VSIG10L,15.719,15.719,
MRPS25,66.792,66.792,0.0
SLC2A7,3.783,3.783,
FOLR1,115.635,115.635,
UBXN10,7.571,7.571,
PKM,2476.875,2476.875,0.0
DYNC1I1,29.734,29.734,0.0
DCAF16,57.199,57.199,
PRKCB,56.269,56.269,0.0
PRMT3,48.324,48.324,
HSPB8,70.83,70.83,0.0
ADNP,31.736,31.736,
LTO1,21.249,21.249,0.0
HSPA12B,23.758,23.758,0.0
C9orf163,17.489,17.489,
PAFAH1B2,293.295,293.295,0.0
NKX1-1,36.151,36.151,
ERV3-1,3.946,3.946,
TBC1D15,34.899,34.899,0.0
ZCCHC8,29.738,29.738,0.0
FBXW5,10.411,10.411,0.0
OLFM1,13.749,13.749,0.0
TAPT1,21.346,21.346,0.0
ISCA1,23.534,23.534,0.0
USP28,19.241,19.241,0.0
TRDMT1,15.475,15.475,0.0
TBXA2R,4.37,4.37,
TMEM71,0.028,0.028,0.0
CCNB3,2.881,2.881,
KRT31,181.117,181.117,
OXT,53.215,53.215,
USP6,2.021,2.021,0.0
DNAJC6,28.13,28.13,0.0
TSNAXIP1,5.129,5.128999999999999,0.0
KCNB1,5.205,5.205,
PPP1R37,32.623,32.623,
NAT8,127.836,127.836,
OR8J3,2.463,2.463,
ZNF280A,5.024,5.024,
TMPRSS6,2.005,2.005,0.0
POMGNT2,29.987,29.987,
DLX4,0.64,0.64,
NT5DC3,27.946,27.946,0.0
MTERF3,49.916,49.916,0.0
STAG1,27.353,27.353,0.0
RBM25,73.468,73.468,0.0
CD96,1.201,1.201,0.0
CEP295,2.576,2.576,0.0
IGFBP1,58.1,58.1,0.0
CYP3A5,65.799,65.799,
MIA,7.866,7.866,0.0
RILP,13.481,13.481,
KIAA1328,3.309,3.3089999999999997,0.0
MED24,25.115,25.115000000000006,0.0
SH2D4A,22.117,22.117,
GUCA1A,10.474,10.474,0.0
AGA,55.279,55.279,
FCGR2A,24.443,24.443,0.0
PRR15L,12.167,12.167,
MZB1,245.207,245.207,0.0
ANKRD33,3.813,3.813,0.0
CRH,15.65,15.65,
KDM8,11.16,11.16,0.0
CCAR1,53.81,53.81000000000001,0.0
CTAGE1,3.218,3.218,
ADRA1A,9.264,9.264,0.0
C11orf42,5.844,5.844,
AMOTL1,14.798,14.798,0.0
NBPF5P,1.248,1.248,
TRAPPC6B,45.19,45.19,0.0
OR2V1,2.874,2.874,
ANKS1A,21.252,21.252,
ZNF771,11.42,11.42,0.0
EIF3D,173.314,173.314,0.0
DR1,72.761,72.761,
EXOC1,36.478,36.478,
HMGXB3,9.907,9.907,0.0
KRBA2,6.095,6.095,0.0
STX1A,173.711,173.711,0.0
LIPT2,20.759,20.759,0.0
ZPBP2,11.174,11.174,0.0
CEACAM7,34.805,34.805,0.0
SHOX2,12.894,12.894,0.0
ZNF597,5.083,5.083,
SPOCD1,4.473,4.473,0.0
WNT8B,4.213,4.213,
CEP76,14.089,14.089000000000002,0.0
SALL4,10.706,10.706,0.0
ZIC4,2.093,2.093,0.0
ITSN2,19.191,19.191,0.0
NAV1,15.275,15.275,0.0
AK2,511.437,511.43700000000007,0.0
COL14A1,418.834,418.834,0.0
GTF2B,45.83,45.830000000000005,0.0
ASB12,17.157,17.157,
RSPO1,27.385,27.385,
TVP23C-CDRT4,17.983,17.983,
CECR2,22.462,22.462,0.0
EML5,14.219,14.219,0.0
ABHD10,153.157,153.157,0.0
WDR44,39.877,39.877,0.0
CLEC18A,1.532,1.532,
PPP2R5A,34.168,34.168,
INMT,22.426,22.426,
MACROD1,106.922,106.922,
ALOX12B,44.762,44.762,
ICMT,38.196,38.196,0.0
OR10G4,0.975,0.975,
PTPN22,2.586,2.586,0.0
RWDD1,61.466,61.466,0.0
ITLN2,20.009,20.009,
MBTPS1,11.281,11.281,0.0
SEPTIN2,351.031,351.031,0.0
HERPUD2,14.932,14.932,0.0
SLC66A3,14.865,14.865,0.0
AZGP1,1524.042,1524.0420000000001,0.0
CEP135,11.577,11.577,
LUZP1,25.536,25.536,0.0
AK8,5.951,5.951,
FNDC8,6.642,6.642,
SYS1,7.612,7.612,
TUBA1A,1054.575,1054.575,
CAT,503.85,503.85,
ZNF625-ZNF20,0.146,0.146,
ABCB5,1.568,1.568,0.0
DCLK2,27.946,27.946,0.0
GPRIN3,11.809,11.809,
CCL15-CCL14,32.653,32.653,
LCN2,344.947,344.947,0.0
LSS,74.952,74.952,0.0
OR5M8,14.133,14.133,
ERP29,571.41,571.41,0.0
SAPCD2,10.773,10.773,
CDS2,76.779,76.779,
GATA6,12.334,12.334,
NLRP3,1.754,1.754,
SHANK3,5.068,5.068,
SLC2A1,223.339,223.339,0.0
TUBB1,284.192,284.192,
PRPS1,91.155,91.155,
SLC25A28,8.473,8.473,
CFB,386.915,386.915,
LUC7L3,84.256,84.25599999999999,0.0
PLA2G12B,27.292,27.292,
PRKX,6.52,6.52,
SHROOM1,7.947,7.947,0.0
PDK4,19.029,19.029,
TRAPPC9,18.739,18.739,0.0
BCL9L,21.064,21.064,0.0
IGF1,1394.095,1394.095,
RAB3GAP2,42.071,42.071,0.0
DACT3,12.146,12.146,0.0
BGLAP,7.005,7.005,
CCDC32,16.903,16.902999999999995,0.0
ZNF134,3.515,3.515,0.0
NXPH1,1.146,1.146,0.0
HHIPL1,1.642,1.642,
RNF128,9.401,9.401,
RHOC,284.122,284.122,0.0
SH2D2A,12.928,12.928,
PRTN3,188.645,188.645,0.0
PRPF31,63.514,63.513999999999996,0.0
EPHX1,447.518,447.518,0.0
H1-0,795.804,795.804,
IFI44L,11.261,11.261000000000001,0.0
NCF1B,62.778,62.778,
EGR2,7.277,7.277,
MAP2K7,18.688,18.688,
IFNG,9.029,9.029,
ZNF839,3.28,3.2800000000000002,0.0
MCEE,64.3,64.3,0.0
PACSIN2,106.53,106.53,0.0
ADGRA2,7.412,7.412,0.0
PKDCC,3.583,3.583,0.0
PEX6,29.377,29.377,
HEATR1,38.089,38.089,0.0
OR2B6,0.002,0.002,
CCDC115,37.7,37.7,0.0
S100PBP,6.134,6.134,0.0
TYMS,139.04,139.04,
IL2,2.208,2.208,
RPAIN,27.021,27.021,
HTD2,23.035,23.035,0.0
NRN1,31.278,31.278,0.0
WDR83OS,2.571,2.571,
SMG9,27.286,27.286,0.0
GAPDHS,47.304,47.304,0.0
RPL36AL,89.499,89.499,
ESR1,6.196,6.195999999999999,0.0
CCZ1,14.139,14.139,
FBXO2,85.833,85.833,0.0
PPM1L,15.031,15.031,
CEACAM5,22.098,22.098,0.0
CYP2E1,163.246,163.246,0.0
NEU2,21.932,21.932,
ZNF787,19.405,19.405,0.0
CATSPERZ,8.985,8.985,0.0
MXRA7,108.45,108.45,
MMP9,103.811,103.811,
SLURP1,831.235,831.235,
STRA8,3.745,3.745,
GSTM3,353.74,353.74,0.0
LDOC1,12.793,12.793,
FAM153A,1.41,1.41,
WDR91,22.61,22.61,0.0
SRSF10,94.192,94.192,0.0
MEIS2,15.457,15.456999999999997,0.0
SH2D6,0.003,0.003,
RPS3A,642.125,642.125,0.0
CYP1B1,14.926,14.926,0.0
LAMB2,142.04,142.04,0.0
MRPS26,63.631,63.631,
RHOH,13.313,13.313,0.0
ZNF777,3.0,3.0,
TIMD4,4.606,4.606,0.0
AQP2,31.539,31.539,0.0
PCDH12,3.241,3.241,0.0
TMEM68,23.743,23.743,0.0
MOCOS,22.934,22.934,
KCMF1,40.928,40.928,0.0
OR1A1,0.001,0.001,
C1orf53,14.833,14.833,
CABIN1,19.37,19.37,0.0
COPS2,121.351,121.351,0.0
HARS1,116.339,116.33899999999998,0.0
ISCU,60.949,60.949,0.0
SCAMP3,177.335,177.335,
SOD2,923.542,923.542,0.0
COX8C,40.127,40.127,
CENPM,46.194,46.193999999999996,0.0
ZNF254,3.191,3.191,0.0
KPNA5,15.062,15.062,0.0
CAPSL,7.217,7.217,0.0
ZNF814,1.048,1.048,0.0
SP140,9.003,9.003,
HNRNPD,913.639,913.6389999999999,0.0
SPATA9,3.751,3.751,
TKFC,221.363,221.363,0.0
PTRHD1,106.672,106.672,
PLXNA2,11.472,11.472,
PRR14L,21.273,21.273,0.0
UBE2O,45.603,45.603,0.0
KIF25,5.275,5.275,
KCNN2,14.326,14.326,0.0
CYB5R4,27.299,27.299,0.0
SFMBT1,21.747,21.747,0.0
KCNA6,7.958,7.958,
GAGE12E,16.452,16.452,
MICAL2,3.592,3.592,
NIPA2,34.064,34.064,0.0
MIXL1,11.725,11.725,
PGA5,160.481,160.481,0.0
C3orf84,0.192,0.192,0.0
PRC1,23.002,23.002,0.0
NIPSNAP2,227.172,227.172,0.0
GAL3ST1,8.41,8.409999999999998,0.0
MRPS31,63.85,63.85,
FAM24A,20.102,20.102,
NTRK1,4.701,4.701,0.0
COL9A1,6.727,6.727,
HSPE1,1807.222,1807.222,0.0
IGF2BP3,161.276,161.276,0.0
RGPD5,8.524,8.524,
SEMA6A,6.276,6.276,0.0
EIF2AK4,21.744,21.744,0.0
TENM1,0.977,0.977,
SMAP2,56.07,56.07,0.0
LBHD1,6.238,6.238,0.0
INTS2,27.523,27.523,0.0
RAB39B,24.757,24.757,
DOCK3,3.1,3.1,
RNASEH2B,42.385,42.385,0.0
SAXO2,4.149,4.149,0.0
GFAP,1127.298,1127.298,0.0
SH3GL2,100.243,100.243,
ZNF365,2.462,2.462,0.0
UBE2J2,27.643,27.643,0.0
SALL1,9.198,9.198,0.0
MED27,29.734,29.734,
C1orf226,17.717,17.717,
MRPL45,34.491,34.491,0.0
GCH1,11.301,11.301,
TCF3,27.51,27.509999999999998,0.0
PHYHIPL,54.12,54.12,
CEBPZOS,13.437,13.437,
WFIKKN2,4.158,4.158,0.0
MSH5-SAPCD1,1.517,1.517,0.0
ZNF417,4.008,4.008,0.0
RB1,32.14,32.14,0.0
PHF5A,194.157,194.157,
NUDT1,56.814,56.814,0.0
NABP2,44.505,44.505,0.0
TWF1,89.37,89.37,0.0
OSCAR,69.059,69.05899999999998,0.0
NUGGC,2.668,2.668,0.0
PLEKHG4B,2.61,2.61,0.0
XPC,30.197,30.197,
KLHDC3,20.544,20.544,0.0
TMTC2,4.645,4.645,0.0
CDC37,373.533,373.533,0.0
LCE3E,16.58,16.58,
CHDH,47.733,47.733,0.0
DHRS7C,5.748,5.748,
HEXIM2,13.326,13.325999999999999,0.0
NPY2R,3.095,3.095,
DNM3,36.947,36.947,0.0
STYXL1,5.919,5.919,0.0
TP73,44.67,44.67,0.0
CCDC71L,20.899,20.899,0.0
IL17C,24.051,24.051,
ZNF554,2.029,2.029,0.0
ALDH8A1,137.197,137.197,
OR52E6,2.326,2.326,0.0
PPIG,44.987,44.987,0.0
GSTA2,810.354,810.354,
UBC,1066.687,1066.687,
NPRL2,18.181,18.181,0.0
RIMKLA,10.507,10.507,0.0
ZBTB8A,1.807,1.807,0.0
SEC13,214.11,214.11,0.0
CT45A3,10.239,10.239,
RAB40A,0.144,0.144,
SLC30A3,14.73,14.730000000000002,0.0
ZNF614,4.385,4.385,0.0
IGSF9B,5.354,5.354,0.0
CELSR2,6.133,6.133,
COASY,74.319,74.319,0.0
SPRY2,7.6,7.6,
TMPRSS11B,23.152,23.152,
ATN1,10.187,10.187,
GCM1,12.101,12.101,
PMAIP1,147.759,147.759,
ZBTB47,2.06,2.06,0.0
P2RY8,5.042,5.042,
ANGEL1,13.991,13.991,0.0
DEDD,2.299,2.299,0.0
MRPS18A,63.235,63.235,0.0
OR4M1,12.146,12.146,
PRG2,61.731,61.731,
PCSK6,4.943,4.942999999999999,0.0
GBP4,23.167,23.167,
POT1,15.51,15.510000000000002,0.0
ARHGAP28,3.787,3.787,0.0
ATAT1,36.227,36.227,
C2CD4B,7.029,7.029,
EPHA1,8.141,8.141,
JAKMIP2,2.764,2.764,
KDM3A,16.682,16.682,0.0
LRRC7,5.121,5.121000000000001,0.0
SPNS2,27.779,27.779,0.0
OGA,54.183,54.183,
CASC3,34.946,34.946,0.0
NOL11,57.439,57.439,0.0
FGF2,28.334,28.334,
GLRB,4.062,4.062,0.0
NIBAN2,145.886,145.886,
RBM12,60.674,60.674,0.0
TMUB1,518.946,518.946,0.0
HORMAD1,9.291,9.291,0.0
TNRC6C,5.662,5.662,0.0
UBE2NL,133.261,133.261,
COX10,10.494,10.494,0.0
NUDT22,2.588,2.588,0.0
UBR7,35.602,35.602,0.0
ZNF778,8.204,8.204,0.0
SPATA31D1,1.489,1.489,
CLIC2,82.127,82.127,
CIAO3,24.874,24.874,0.0
RRP1B,41.506,41.506,
EFHC2,3.753,3.753,
PGPEP1,32.309,32.309,0.0
ZIC3,26.334,26.334,
MALSU1,35.992,35.992,
C5AR2,2.576,2.576,
TCEAL5,108.725,108.725,
OXSM,42.934,42.934,0.0
ARMC8,26.182,26.181999999999995,0.0
ZNF544,0.0,0.0,
C3orf70,0.946,0.946,
SGSM3,20.988,20.988,0.0
TLR10,11.124,11.124,0.0
DRG2,46.693,46.69299999999999,0.0
HEATR5B,19.478,19.478,0.0
RER1,131.284,131.284,0.0
FPGT,18.203,18.203,0.0
SMIM24,58.081,58.081,0.0
PRXL2B,37.225,37.225,0.0
CCNG2,8.83,8.83,0.0
IGFLR1,7.211,7.210999999999999,0.0
MFSD4A,16.219,16.218999999999998,0.0
PGD,523.588,523.588,0.0
SLC17A4,3.582,3.582,
ABCA10,2.232,2.232,0.0
C16orf95,2.651,2.651,
LASP1,627.923,627.923,0.0
MRPL23,59.048,59.048,0.0
DNASE2B,4.131,4.131,
BRINP2,2.574,2.574,
PGA3,174.483,174.483,0.0
DGAT2,1.963,1.963,0.0
C15orf38-AP3S2,32.536,32.536,
GALNT12,11.504,11.504,
MS4A6E,0.008,0.008,0.0
VPS9D1,3.257,3.257,0.0
ATP1A1-AS1,0.003,0.003,
EIF2S3,243.202,243.202,0.0
RSF1,33.332,33.332,0.0
DMWD,6.89,6.89,0.0
IFITM1,118.244,118.244,
TOMM6,51.139,51.139,
C4orf51,15.887,15.887,
SELENOI,31.94,31.94,0.0
NSUN6,20.132,20.132,0.0
OR51E2,5.556,5.556,0.0
PDCD7,31.438,31.438,0.0
TDRKH,28.046,28.045999999999996,0.0
UTS2R,5.909,5.909,
SOBP,6.876,6.876,0.0
EYA1,5.306,5.306,0.0
KMO,32.779,32.779,0.0
ARSG,18.034,18.034,0.0
BCS1L,39.247,39.24700000000001,0.0
GBX2,2.274,2.274,0.0
CCNL2,44.54,44.54,0.0
PARVA,268.758,268.758,0.0
PIK3R1,34.516,34.516,0.0
CFAP20,54.221,54.221,0.0
ANKRD42,5.49,5.489999999999999,0.0
SLC5A12,55.831,55.830999999999996,0.0
CHKB-CPT1B,22.941,22.941,
CDR1,4.565,4.565,
SLC26A1,11.052,11.052,
HDAC10,11.635,11.635,0.0
ZNF764,99.753,99.753,
FBXO7,36.23,36.23,0.0
DVL3,10.266,10.266,0.0
NANOGP8,0.993,0.993,
IQGAP1,453.865,453.86499999999995,0.0
NPHP4,8.609,8.609,0.0
MYO1C,153.253,153.253,0.0
MDN1,19.615,19.615,0.0
SLITRK3,2.81,2.81,0.0
FBXO43,3.301,3.301,0.0
RASGRP1,2.713,2.7130000000000005,0.0
MTOR,23.416,23.416,0.0
WDR87,1.182,1.182,0.0
MT1A,32.55,32.55,
KCNG3,6.666,6.666,
LACRT,57.911,57.911,
CLCA2,12.423,12.423,
GDF7,32.663,32.663,
AMOT,4.607,4.607,0.0
NR1H3,9.249,9.248999999999999,0.0
CEACAM21,0.008,0.008,0.0
NRIP3,5.648,5.648,0.0
CA1,1992.288,1992.2880000000002,0.0
ELOA3BP,0.992,0.992,
GNPDA2,122.43,122.43,
KIR3DL3,2.506,2.506,
RHOQ,63.279,63.279,0.0
SAMD15,2.006,2.006,0.0
CBR4,79.21,79.21,0.0
S100A9,1643.704,1643.704,
ZNF45,0.938,0.938,0.0
ZNF98,3.222,3.222,0.0
RABGGTA,38.338,38.338,0.0
RASL11B,15.805,15.805,
CMKLR1,13.634,13.634,0.0
ZNF705F,0.959,0.959,
OR6V1,28.622,28.622,
OR10G9,0.098,0.098,
TSPOAP1,3.352,3.352,0.0
TRIM27,3.244,3.244,
NKAIN2,5.935,5.935,0.0
RAB4B,28.124,28.124,0.0
SLC16A8,2.285,2.285,0.0
ZFP69B,5.613,5.613,
CCDC127,33.408,33.408,0.0
B4GALT5,16.729,16.729,
FOXP3,3.351,3.351,0.0
MANBAL,67.008,67.008,0.0
CHD1,27.991,27.991,0.0
HPGDS,79.23,79.23,
LRRK2,2.975,2.975,0.0
HMGB3,248.104,248.104,0.0
SFT2D3,38.984,38.984,
ZNF425,1.81,1.81,0.0
IRX5,11.189,11.189,0.0
FOXO4,26.799,26.799,
AIMP1,177.996,177.996,0.0
DISP2,1.936,1.936,
CTXN1,3.191,3.191,
SLX1A,4.978,4.978,
CCER1,12.491,12.491,0.0
KRT12,143.265,143.265,
SEC11C,75.168,75.168,0.0
YWHAG,841.915,841.915,
ADCY9,12.072,12.071999999999997,0.0
CBWD6,5.137,5.137,
PRAMEF4,0.773,0.773,
C2,113.28,113.28000000000002,0.0
FAM13C,7.172,7.171999999999999,0.0
COX7A1,106.105,106.105,0.0
NDUFAF5,23.505,23.505,0.0
TRIM26,9.923,9.923,0.0
TMEM247,3.806,3.806,
BEX1,10.17,10.17,
NKAP,30.5,30.5,
RPEL1,81.939,81.939,
ARMH4,2.521,2.521,0.0
TAF9B,8.455,8.455,
FBXO10,170.163,170.163,0.0
TUSC2,14.777,14.777,0.0
COLQ,13.195,13.195,0.0
C12orf40,3.726,3.726,
C1QL4,13.299,13.299,
AKR1C4,170.338,170.338,
AIM2,4.562,4.562,0.0
EFNB3,7.118,7.118,
H2AX,399.013,399.013,
FBN2,17.804,17.804,0.0
PTOV1,14.435,14.435,0.0
SMIM18,68.819,68.819,
ELANE,284.444,284.444,
BFSP2,9.976,9.976,
ZBTB10,16.254,16.254,
CARD11,12.007,12.007,0.0
TOX4,32.745,32.745,0.0
EN2,23.111,23.111,
EHD3,104.366,104.366,
GDAP1L1,23.046,23.046,0.0
ASPA,44.7,44.70000000000001,0.0
IL1RN,262.033,262.033,
PARK7,1540.577,1540.577,
DBR1,34.991,34.991,0.0
PHF2,26.557,26.557,0.0
PIK3R2,7.903,7.903,
SSB,377.641,377.641,0.0
HEPN1,0.0,0.0,
SSH1,32.811,32.811,0.0
CFAP94,3.853,3.853,0.0
PRR11,13.263,13.263,0.0
PIH1D1,46.011,46.01100000000002,0.0
CCL11,76.095,76.095,
HUWE1,91.629,91.629,0.0
CDH19,11.378,11.378,0.0
ATP6AP2,40.886,40.886,0.0
MYO19,17.307,17.307,0.0
ABCC4,23.103,23.103,
NIPAL3,2.433,2.433,0.0
INPP5D,48.492,48.492,0.0
CD9,854.592,854.592,0.0
MMADHC,18.385,18.385,
TMEFF1,17.56,17.56,
PTGS2,9.348,9.348,0.0
PPP6R2,23.152,23.152,0.0
PTBP1,567.539,567.5389999999999,0.0
TPH2,6.046,6.046,
FAM200A,2.506,2.506,0.0
C3orf56,0.001,0.001,
RNF145,7.659,7.659,
LGALS9C,6.427,6.427,0.0
CCDC39,3.064,3.064,0.0
CPQ,75.43,75.43,0.0
MMP10,5.157,5.157,
WNT3A,3.815,3.815,
IQCE,6.455,6.454999999999999,0.0
JKAMP,21.64,21.64,0.0
C16orf87,9.831,9.831,0.0
KPRP,22.188,22.188,
FXYD5,8.396,8.396,0.0
SUMF1,26.977,26.977,0.0
UGT2B15,47.381,47.381,
TMEM215,1.216,1.216,
TRIM24,24.016,24.016,
HP1BP3,168.735,168.73499999999999,0.0
MACC1,4.856,4.856,
JPH3,4.081,4.081,
SRSF3,854.988,854.988,0.0
HMG20A,42.161,42.161,0.0
CDC42EP4,47.769,47.769,0.0
SYNC,14.849,14.848999999999998,0.0
APOA5,3.538,3.538,
NAP1L5,55.047,55.047,
PLPP1,30.224,30.224,
LRRC71,4.268,4.268,
MSI2,74.713,74.713,0.0
GCSAM,7.701,7.701,0.0
P2RX6,2.268,2.268,0.0
FBXO40,2.537,2.537,
RARB,6.426,6.426,0.0
TFCP2L1,4.4,4.4,
LIMA1,59.776,59.776,0.0
HLA-DRB1,135.269,135.269,
MORN3,12.408,12.408,
LAMP5,9.046,9.046,
CKMT1A,125.961,125.961,0.0
CCDC154,2.309,2.309,0.0
PIGF,1.101,1.101,0.0
CAPZA2,309.844,309.844,0.0
EPG5,18.21,18.21,0.0
SERPINB4,145.375,145.375,
NCF1,62.778,62.778,0.0
ACSF3,49.125,49.125,0.0
BICDL2,10.582,10.582,
BAHCC1,3.665,3.665,0.0
STAG3L2,1.943,1.943,
TLR1,3.867,3.867,0.0
IRF6,13.044,13.044,0.0
CPD,34.004,34.004,0.0
SCGB1D1,102.705,102.705,
TEAD2,4.579,4.579,0.0
GSDMC,3.886,3.886,
ITGA7,112.647,112.647,0.0
FUT2,10.424,10.424,
MEIOB,9.305,9.305,0.0
NKG7,157.65,157.65,
OSBPL3,30.041,30.041,0.0
ASIC5,2.09,2.09,
APOBEC4,0.651,0.651,
MAP3K21,3.565,3.565,
PPP5D1,4.75,4.75,0.0
SVIL,37.735,37.735,
KIAA0586,10.496,10.496,0.0
FAM9C,14.164,14.164,0.0
YJEFN3,0.364,0.364,
TSSK1B,4.4,4.4,
CEACAM19,10.016,10.016,0.0
TFAP2B,4.683,4.683,0.0
EMILIN3,17.85,17.85,
SLC36A1,6.15,6.1499999999999995,0.0
NOL4,2.437,2.437,0.0
ELAC1,26.601,26.601,0.0
IK,102.458,102.45799999999998,0.0
STON2,13.542,13.542,0.0
MMRN2,19.938,19.938,0.0
PAAT,19.289,19.289,
FGFBP3,10.835,10.835,
LTBP4,29.179,29.179,0.0
TGOLN2,52.459,52.459,
PLCL1,18.612,18.612,0.0
VDAC1,916.335,916.335,0.0
IL1R1,0.996,0.9960000000000002,0.0
TUBA1A,811.101,811.101,
OPA1,118.651,118.651,0.0
PAEP,188.572,188.572,0.0
MBL2,89.481,89.481,
UTP14C,2.822,2.822,
DNAJC16,19.193,19.193,0.0
STX2,19.466,19.466,0.0
ARHGEF37,27.892,27.892,0.0
OR13J1,11.224,11.224,
TOP3B,26.372,26.37200000000001,0.0
CNMD,19.24,19.24,0.0
FBXL22,6.437,6.437,
NTN1,6.334,6.334,0.0
HIC2,12.037,12.037,
CHAMP1,25.424,25.424,0.0
NBPF14,0.562,0.562,0.0
KCNIP4,7.092,7.092,0.0
PCDHGB1,3.93,3.93,
NSA2,78.407,78.407,0.0
FOSL1,14.114,14.114,
ATP5MF,101.069,101.069,
IL17REL,4.378,4.378,
ITCH,24.164,24.164,
PKP1,48.957,48.957,
RAB38,17.485,17.485,0.0
ZNF354B,2.73,2.73,0.0
GPX6,12.135,12.135,0.0
OR7G2,8.263,8.263,
USP9Y,12.709,12.709,0.0
ZMPSTE24,86.277,86.277,
FASTK,3.576,3.576,0.0
CCDC163,0.027,0.027,
FLRT3,7.879,7.879,
KLHL26,15.642,15.642000000000001,0.0
CACNA1I,3.474,3.474,
RNF111,3.45,3.45,0.0
TAS2R14,12.95,12.95,
CCDC18,18.679,18.679,0.0
FAF2,85.787,85.787,0.0
BSCL2,28.952,28.952,0.0
KRTAP4-6,1.456,1.456,
ROCK1,53.095,53.095,0.0
ALDH1A2,58.2,58.199999999999996,0.0
PSMG2,50.434,50.434,0.0
RDH10,36.677,36.677,0.0
MB21D2,20.617,20.617,
DUX4L7,0.88,0.88,
MED8,29.447,29.447,
OR2B2,0.433,0.433,
CFAP45,5.322,5.322,0.0
GNG7,111.676,111.676,
UFC1,200.651,200.651,
SRD5A1,23.969,23.969000000000005,0.0
BTG2,1.029,1.029,
NSUN5,9.618,9.618,
NXT2,15.445,15.445,
CNKSR2,20.091,20.091,
KCNMB3,0.941,0.941,0.0
TMEM144,0.029,0.029,0.0
ABCC8,0.835,0.835,0.0
TMEM132A,13.317,13.317,0.0
ZNF177,0.668,0.668,0.0
BLMH,105.625,105.625,0.0
ZNF705A,3.704,3.704,0.0
AOC1,85.167,85.167,0.0
MARK3,15.619,15.619,0.0
TNNI3,764.777,764.777,0.0
PLCL2,18.861,18.861,0.0
SECTM1,609.219,609.219,0.0
SLC22A24,3.483,3.483,
TM9SF3,86.298,86.298,0.0
ZSCAN22,2.769,2.769,
MCCC2,109.627,109.627,0.0
DNAH6,1.57,1.57,
OR5M10,3.713,3.713,
TOLLIP,101.637,101.637,0.0
PTPN2,35.91,35.91,0.0
SPIC,7.678,7.678,
KRTAP24-1,68.825,68.825,
ITPRID1,3.016,3.016,0.0
C1QTNF9B,5.854,5.854,0.0
ERGIC1,181.403,181.403,0.0
LTN1,22.705,22.705,0.0
TXNDC2,10.545,10.545,0.0
BLID,14.708,14.708,
FAM184A,3.508,3.5079999999999996,0.0
COX14,90.442,90.442,
RMND5B,10.734,10.733999999999998,0.0
ATOX1,229.467,229.467,0.0
CNPY3,103.37,103.37,0.0
PLPP2,30.27,30.27,0.0
NCOA7,23.511,23.511,0.0
SLC13A2,9.918,9.918,
PRKRIP1,33.168,33.168,0.0
RRN3P1,23.021,23.021,
WBP2,102.986,102.986,0.0
OASL,18.683,18.683,
GPR173,10.676,10.676,0.0
OR10G7,0.101,0.101,
PIK3C3,24.629,24.628999999999998,0.0
SLC7A11,27.32,27.32,0.0
TMEM233,32.333,32.333,
DUSP11,30.283,30.283,0.0
NCOA6,21.457,21.457000000000004,0.0
FIS1,154.088,154.088,
MPV17L2,40.174,40.174,
CTF1,32.67,32.67,
KCNJ2,7.246,7.246,
KLK2,13.18,13.180000000000001,0.0
DDX60L,11.893,11.893,0.0
CERS1,19.395,19.395,
PAK3,18.842,18.842,0.0
PRLH,3.128,3.128,
TWSG1,38.64,38.64,0.0
ZMYND11,8.939,8.939,
KIF1C,19.153,19.153,0.0
MAP3K1,19.388,19.388,
GPR143,94.678,94.678,0.0
IL1RAPL2,1.508,1.508,0.0
GRIN3A,4.452,4.452,
COL6A2,343.813,343.813,0.0
EME2,6.967,6.967,
ATP2B4,119.025,119.025,0.0
ARAP2,21.146,21.146,0.0
PADI1,9.943,9.943,
GLTPD2,11.346,11.346,
RAB11FIP1,21.565,21.565,0.0
FBXW9,16.226,16.226,
ATF7,23.033,23.033,0.0
RDH11,113.138,113.138,
CAPN1,263.924,263.924,0.0
PPP1CA,156.292,156.292,0.0
DMRTB1,9.924,9.924,
NME4,25.899,25.899,0.0
MYEF2,66.526,66.526,0.0
NPIPA5,0.581,0.581,
LILRB3,5.561,5.561,
TMEM260,12.62,12.62,0.0
LARP4B,35.472,35.472,0.0
PLG,307.246,307.246,0.0
DCBLD1,4.641,4.641,0.0
RHBDL1,5.237,5.237,0.0
SLC35B2,39.297,39.297,0.0
OR7D2,8.692,8.692,
CLPTM1L,45.588,45.588,
IER2,15.982,15.982,
UBXN2A,18.166,18.166,
ZBTB3,15.44,15.44,0.0
FAM180B,1.67,1.67,
RNF38,4.558,4.558,
ALDH7A1,307.073,307.073,0.0
CMTM1,8.252,8.252,0.0
ELOVL1,59.948,59.948,
HCN4,2.164,2.164,
KIFBP,63.292,63.292,
ANKRD66,4.77,4.77,0.0
ELK3,7.734,7.734,0.0
FGFRL1,7.981,7.980999999999999,0.0
DPP10,8.542,8.542,0.0
HARBI1,3.137,3.137,0.0
PPP1CB,199.382,199.38200000000003,0.0
SEPTIN3,36.368,36.368,0.0
SLAMF9,4.688,4.688,
SLTM,98.325,98.32500000000002,0.0
SIGLEC10,2.917,2.917,0.0
PDCD2L,113.337,113.337,
GMEB1,27.954,27.954,
NOL10,36.81,36.81,0.0
DYDC2,6.409,6.409,0.0
CPNE3,178.269,178.269,0.0
